0	0.65625	0.626953125	0.10546875	0.10546875
0	0.58984375	0.119140625	0.11328125	0.11328125
0	0.408203125	0.58984375	0.18359375	0.18359375
0	0.849609375	0.529296875	0.16015625	0.16015625
0	0.5546875	0.720703125	0.1796875	0.1796875
0	0.94921875	0.10546875	0.1328125	0.1328125
0	0.49609375	0.3828125	0.19921875	0.19921875
0	0.701171875	0.484375	0.12890625	0.12890625
0	0.39453125	0.337890625	0.125	0.125
0	0.416015625	0.265625	0.140625	0.140625
0	0.93359375	0.47265625	0.140625	0.140625
0	0.138671875	0.384765625	0.12109375	0.12109375
0	0.630859375	0.4765625	0.15234375	0.15234375
0	0.833984375	0.3828125	0.15625	0.15625
0	0.841796875	0.203125	0.140625	0.140625
0	0.29296875	0.830078125	0.140625	0.140625
0	0.279296875	0.93359375	0.15625	0.15625
0	0.1796875	0.916015625	0.140625	0.140625
0	0.787109375	0.138671875	0.125	0.125
0	0.947265625	0.384765625	0.16015625	0.16015625
0	0.4375	0.484375	0.16015625	0.16015625
0	0.3984375	0.92578125	0.12109375	0.12109375
0	0.732421875	0.646484375	0.15234375	0.15234375
0	0.65234375	0.806640625	0.140625	0.140625
0	0.626953125	0.9453125	0.16015625	0.16015625
0	0.109375	0.482421875	0.15625	0.15625
0	0.326171875	0.234375	0.10546875	0.10546875
0	0.548828125	0.830078125	0.1171875	0.1171875
0	0.4140625	0.169921875	0.1796875	0.1796875
0	0.27734375	0.470703125	0.10546875	0.10546875
