0	0.98828125	0.171875	0.125	0.125
0	0.63671875	0.767578125	0.125	0.125
0	0.435546875	0.6875	0.125	0.125
0	0.435546875	0.6875	0.125	0.125
0	0.626953125	0.8515625	0.125	0.125
0	0.5546875	0.6484375	0.125	0.125
0	0.505859375	0.880859375	0.125	0.125
0	0.53515625	0.736328125	0.125	0.125
0	0.755859375	0.275390625	0.125	0.125
0	0.45703125	0.8125	0.125	0.125
0	0.4375	0.501953125	0.125	0.125
0	0.810546875	0.09765625	0.125	0.125
0	0.6484375	0.5546875	0.125	0.125
0	0.369140625	0.58984375	0.125	0.125
0	0.59375	0.92578125	0.125	0.125
0	0.85546875	0.205078125	0.125	0.125
0	0.390625	0.24609375	0.125	0.125
0	0.517578125	0.474609375	0.125	0.125
0	0.5703125	0.619140625	0.125	0.125
0	0.435546875	0.6875	0.125	0.125
0	0.369140625	0.58984375	0.125	0.125
0	0.435546875	0.6875	0.125	0.125
0	0.98828125	0.171875	0.125	0.125
0	0.505859375	0.880859375	0.125	0.125
0	0.45703125	0.8125	0.125	0.125
0	0.810546875	0.09765625	0.125	0.125
0	0.626953125	0.8515625	0.125	0.125
0	0.517578125	0.474609375	0.125	0.125
0	0.755859375	0.275390625	0.125	0.125
0	0.390625	0.24609375	0.125	0.125
0	0.59375	0.92578125	0.125	0.125
0	0.6484375	0.5546875	0.125	0.125
0	0.4375	0.501953125	0.125	0.125
0	0.53515625	0.736328125	0.125	0.125
0	0.5703125	0.619140625	0.125	0.125
0	0.5546875	0.6484375	0.125	0.125
0	0.63671875	0.767578125	0.125	0.125
0	0.85546875	0.205078125	0.125	0.125
