0	0.658203125	0.462890625	0.125	0.125
0	0.60546875	0.5390625	0.125	0.125
0	0.646484375	0.6640625	0.125	0.125
0	0.931640625	0.34375	0.125	0.125
0	0.4921875	0.462890625	0.125	0.125
0	0.837890625	0.310546875	0.125	0.125
0	0.8828125	0.462890625	0.125	0.125
0	0.697265625	0.626953125	0.125	0.125
0	0.853515625	0.662109375	0.125	0.125
0	0.140625	0.705078125	0.125	0.125
0	0.162109375	0.5625	0.125	0.125
0	0.73046875	0.431640625	0.125	0.125
0	0.572265625	0.654296875	0.125	0.125
0	0.66796875	0.359375	0.125	0.125
0	0.71484375	0.73046875	0.125	0.125
0	0.890625	0.609375	0.125	0.125
0	0.869140625	0.630859375	0.125	0.125
0	0.578125	0.404296875	0.125	0.125
0	0.705078125	0.65234375	0.125	0.125
0	0.84765625	0.3671875	0.125	0.125
0	0.1953125	0.630859375	0.125	0.125
0	0.966796875	0.529296875	0.125	0.125
0	0.814453125	0.607421875	0.125	0.125
0	0.77734375	0.400390625	0.125	0.125
