0	0.52734375	0.54296875	0.125	0.125
0	0.822265625	0.279296875	0.125	0.125
0	0.150390625	0.6328125	0.125	0.125
0	0.46875	0.619140625	0.125	0.125
0	0.876953125	0.478515625	0.125	0.125
0	0.791015625	0.076171875	0.125	0.125
0	0.71875	0.55859375	0.125	0.125
0	0.244140625	0.62890625	0.125	0.125
0	0.89453125	0.576171875	0.125	0.125
0	0.130859375	0.54296875	0.125	0.125
0	0.494140625	0.697265625	0.125	0.125
0	0.466796875	0.8046875	0.125	0.125
0	0.78515625	0.53515625	0.125	0.125
0	0.46484375	0.490234375	0.125	0.125
0	0.796875	0.154296875	0.125	0.125
